iso_weekstartdate,iso_year,iso_week,isoyw,temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction,sea_level_pressure,station_level_pressure,visibility,wind_gust,wet_bulb_temperature,altimeter,pressure_3hr_change,precipitation,precipitation_3_hour,precipitation_6_hour,precipitation_9_hour,precipitation_12_hour,precipitation_15_hour,precipitation_18_hour,precipitation_21_hour,precipitation_24_hour,Station_ID,Station_name,Latitude,Longitude,Elevation
1942-12-21,1942,52,194252,2.8003571428571425,2.299404761904762,74.82142857142857,7.341666666666667,96.39285714285714,1010.8988095238095,,115.61904761904762,,,,-0.2714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1942-12-28,1942,53,194253,2.7201204819277107,2.253012048192771,76.03614457831326,6.563855421686746,97.27710843373494,1011.3674698795181,,118.86265060240964,,,,-0.47407407407407404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-01-04,1943,1,194301,2.6714960629921256,2.2539370078740157,78.25196850393701,7.613385826771653,83.16535433070867,1011.6629921259843,,133.0425196850394,,,,-0.24761904761904757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-01-11,1943,2,194302,2.668682634730539,2.2194610778443113,76.76047904191617,6.7401197604790415,87.08383233532935,1011.6167664670659,,155.5449101796407,,,,-0.04727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-01-18,1943,3,194303,2.617051282051282,2.2685897435897435,81.61538461538461,6.814743589743589,85.48717948717949,1012.453846153846,,125.49743589743589,,,,0.0230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-01-25,1943,4,194304,2.622121212121212,2.061590909090909,72.0,4.712121212121212,83.09848484848484,1013.7954198473284,,155.46666666666667,,,,-0.029268292682926824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-02-01,1943,5,194305,2.6445833333333333,2.090238095238095,72.0952380952381,7.342261904761905,87.28571428571429,1013.789880952381,,158.2095238095238,,,,-0.10357142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-02-08,1943,6,194306,2.6432142857142855,2.0586904761904763,70.69047619047619,6.544642857142857,85.17261904761905,1012.5059523809524,,160.0,,,,-0.035714285714285705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-02-15,1943,7,194307,2.635535714285714,2.0892261904761904,72.43452380952381,7.254166666666667,90.02380952380952,1012.9838323353292,,153.8,,,,0.025000000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-02-22,1943,8,194308,2.622142857142857,2.0828571428571427,72.7797619047619,6.657142857142857,91.35119047619048,1012.9363095238094,,150.25238095238097,,,,-0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-03-01,1943,9,194309,2.668154761904762,2.189583333333333,75.55357142857143,7.038095238095239,88.48214285714286,1012.0047619047618,,154.77142857142857,,,,0.04285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-03-08,1943,10,194310,2.6451190476190476,2.0755357142857145,71.4702380952381,7.072023809523809,85.44642857142857,1012.8339285714286,,156.40952380952382,,,,0.04642857142857141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-03-15,1943,11,194311,2.6087499999999997,2.045178571428571,71.69047619047619,6.073214285714285,76.52380952380952,1013.5791666666667,,152.03809523809525,,,,0.03214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-03-22,1943,12,194312,2.646071428571428,2.085,71.72619047619048,7.684523809523809,87.60119047619048,1013.0208333333334,,147.7047619047619,,,,-0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-03-29,1943,13,194313,2.665748502994012,2.134071856287425,73.20958083832335,7.45688622754491,84.0119760479042,1011.4239520958083,,156.48383233532934,,,,0.0036363636363636394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-04-05,1943,14,194314,2.7505309734513275,2.1827433628318587,71.71681415929204,7.676991150442478,90.86725663716814,1011.1451327433628,,158.68318584070798,,,,-0.3878787878787879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-04-12,1943,15,194315,2.8401190476190474,2.255119047619048,70.98809523809524,8.553571428571429,95.0,1010.2309523809523,,158.24761904761903,,,,-1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-04-19,1943,16,194316,2.8533333333333335,2.176904761904762,67.25,8.619047619047619,95.80952380952381,1012.3119047619048,,124.36190476190475,,,,-1.1142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-04-26,1943,17,194317,2.8024999999999998,2.2649999999999997,73.07142857142857,7.022619047619047,109.0,1012.1869047619048,,142.34285714285713,,,,-0.980952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-05-03,1943,18,194318,2.815391304347826,2.3163478260869566,74.8,6.248695652173914,100.99130434782609,1010.9113043478261,,152.34782608695653,,,,-0.465625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-05-10,1943,19,194319,2.7782142857142857,2.279702380952381,74.7797619047619,8.09702380952381,92.17261904761905,1011.0928571428572,,159.1238095238095,,,,0.04642857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-05-17,1943,20,194320,2.7514880952380953,2.34952380952381,79.13095238095238,6.602380952380953,96.55357142857143,1010.3654761904761,,151.16190476190476,,,,-0.042857142857142864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-05-24,1943,21,194321,2.788095238095238,2.3158333333333334,75.92857142857143,8.4375,96.73809523809524,1011.4767857142857,,142.0285714285714,,,,0.06428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-05-31,1943,22,194322,2.760952380952381,2.239404761904762,73.63690476190476,8.411904761904761,96.76190476190476,1013.0720238095239,,78.83809523809524,,,,0.060714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-06-07,1943,23,194323,2.7485714285714287,2.278035714285714,75.96428571428571,7.739880952380952,98.83928571428571,1012.867261904762,,141.46666666666667,,,,-0.01785714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-06-14,1943,24,194324,2.7767857142857144,2.295654761904762,75.60119047619048,8.025595238095239,96.42857142857143,1012.022619047619,,129.24761904761903,,,,-0.03928571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-06-21,1943,25,194325,2.7947023809523808,2.3020833333333335,75.06547619047619,8.122619047619047,96.03571428571429,1012.0494047619047,,146.88571428571427,,,,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-06-28,1943,26,194326,2.7698214285714284,2.303154761904762,76.2202380952381,8.274404761904762,96.31547619047619,1012.4386904761906,,152.8904761904762,,,,-0.13214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-07-05,1943,27,194327,2.767329192546584,2.3009937888198757,76.3167701863354,7.739130434782608,92.80745341614907,1013.0546583850931,,149.84347826086957,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-07-12,1943,28,194328,2.780062111801242,2.3172670807453417,76.50931677018633,8.582608695652173,98.33540372670808,1012.3739130434783,,149.0086956521739,,,,0.045283018867924525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-07-19,1943,29,194329,2.7642682926829267,2.348170731707317,78.41463414634147,8.184146341463414,97.66463414634147,1013.5896341463415,,154.50731707317073,,,,0.0036363636363636394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-07-26,1943,30,194330,2.792484472049689,2.342173913043478,76.80745341614907,8.295652173913043,96.73291925465838,1012.77950310559,,159.0857142857143,,,,0.04727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-08-02,1943,31,194331,2.7981927710843375,2.357289156626506,77.49397590361446,7.103614457831325,97.65060240963855,1012.4451807228916,,160.0,,,,-0.021818181818181803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-08-09,1943,32,194332,2.8350299401197603,2.299880239520958,73.67664670658682,8.017964071856287,96.9940119760479,1011.325748502994,,159.10898203592814,,,,-0.021818181818181813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-08-16,1943,33,194333,2.847440476190476,2.366547619047619,75.76190476190476,7.860714285714285,92.23809523809524,1010.2261904761905,,156.5047619047619,,,,-0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-08-23,1943,34,194334,2.8776047904191615,2.4097604790419163,76.40119760479043,5.865269461077844,91.42168674698796,1009.1526946107784,,146.7305389221557,,,,-0.028571428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-08-30,1943,35,194335,2.9523809523809526,2.3988095238095237,72.79761904761905,7.597619047619048,95.78571428571429,1010.5922619047619,,159.11428571428573,,,,0.010909090909090919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-09-06,1943,36,194336,2.950595238095238,2.389702380952381,72.35119047619048,7.870833333333333,95.11904761904762,1010.3119047619048,,159.13333333333335,,,,-0.01818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-09-13,1943,37,194337,2.943095238095238,2.3880357142857145,72.5,8.21547619047619,96.23214285714286,1009.7952380952381,,157.37142857142857,,,,0.0035714285714285665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-09-20,1943,38,194338,2.9130357142857144,2.386547619047619,73.71428571428571,8.576190476190476,93.68452380952381,1010.0452380952381,,158.24761904761903,,,,-0.049999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-09-27,1943,39,194339,2.9344642857142857,2.413511904761905,74.11309523809524,7.175595238095238,90.55357142857143,1010.082738095238,,159.11428571428573,,,,0.014285714285714306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-10-04,1943,40,194340,2.9189880952380953,2.385535714285714,73.32142857142857,5.451190476190476,88.05952380952381,1009.8160714285715,,158.22857142857143,,,,0.02105263157894738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-10-11,1943,41,194341,2.906964285714286,2.399642857142857,74.44642857142857,5.535714285714286,97.85119047619048,1010.214880952381,,160.0,,,,0.06785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-10-18,1943,42,194342,2.7650898203592815,2.424670658682635,82.17964071856288,3.754491017964072,154.35757575757575,1008.8065868263474,,131.33413173652693,,,,-0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-10-25,1943,43,194343,2.9039156626506024,2.421746987951807,75.49397590361446,6.606626506024097,101.10843373493977,1007.5144578313252,,158.19759036144578,,,,0.011111111111111096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-11-01,1943,44,194344,2.8223214285714286,2.418214285714286,79.04166666666667,5.986309523809523,100.77380952380952,1009.8255952380953,,143.16190476190476,,,,0.06785714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-11-08,1943,45,194345,2.8113333333333332,2.3051515151515147,74.45454545454545,6.3551515151515146,89.06060606060606,1010.8545454545455,,155.51030303030302,,,,0.014814814814814833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-11-15,1943,46,194346,2.7633532934131737,2.3477844311377245,78.49700598802396,5.432335329341317,87.74850299401197,1010.091017964072,,155.5449101796407,,,,-0.017857142857142873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-11-22,1943,47,194347,2.792590361445783,2.273975903614458,73.91566265060241,6.075903614457832,91.24096385542168,1008.9969696969697,,160.0,,,,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-11-29,1943,48,194348,2.779940119760479,2.3083233532934133,76.0059880239521,6.421556886227545,96.95808383233533,1010.951497005988,,159.10898203592814,,,,-0.010909090909090898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-12-06,1943,49,194349,2.7519879518072288,2.222168674698795,73.37951807228916,6.871686746987952,85.09638554216868,1010.7861445783133,,159.10361445783133,,,,-0.01785714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-12-13,1943,50,194350,2.754642857142857,2.301904761904762,76.76190476190476,8.372619047619047,90.07142857142857,1011.5434523809523,,154.6095238095238,,,,0.010909090909090919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-12-20,1943,51,194351,2.684404761904762,2.3175,80.77380952380952,5.432142857142857,99.79166666666667,1011.2517857142857,,160.0,,,,0.010714285714285735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1943-12-27,1943,52,194352,2.6602380952380953,2.192142857142857,76.07738095238095,6.461309523809524,88.86309523809524,1012.4857142857143,,157.3904761904762,,,,-0.03214285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-01-03,1944,1,194401,2.644131736526946,2.182455089820359,76.30538922155688,5.514970059880239,85.30538922155688,1012.0269461077844,,158.2179640718563,,,,0.010714285714285704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-01-10,1944,2,194402,2.693035714285714,2.2408333333333332,76.72619047619048,7.652976190476191,91.30357142857143,1011.55,,152.9714285714286,,,,0.0035714285714285665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-01-17,1944,3,194403,2.640898203592814,2.1645508982035926,75.58083832335329,8.203592814371257,100.79041916167665,1014.0437125748502,,143.08982035928145,,,,-0.018181818181818174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-01-24,1944,4,194404,2.6405389221556885,2.145808383233533,74.74850299401197,7.331736526946108,96.45508982035928,1013.1880239520958,,158.20838323353294,,,,-0.10545454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-01-31,1944,5,194405,2.5951785714285713,2.0935714285714284,74.41071428571429,6.542857142857143,86.38095238095238,1013.4880952380952,,158.26666666666665,,,,0.03571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-02-07,1944,6,194406,2.6609580838323352,2.1241317365269463,72.91017964071857,7.210778443113773,90.54491017964072,1013.6167664670659,,160.0,,,,-0.047272727272727286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-02-14,1944,7,194407,2.661964285714286,2.071190476190476,70.50595238095238,7.439880952380953,92.76785714285714,1013.5761904761904,,159.1047619047619,,,,0.01785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-02-21,1944,8,194408,2.637272727272727,2.035575757575758,70.01818181818182,8.629090909090909,93.01818181818182,1014.4654545454545,,156.4121212121212,,,,0.029090909090909098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-02-28,1944,9,194409,2.6030538922155686,2.001736526946108,70.11377245508982,7.296407185628743,92.17365269461078,1013.5796407185628,,158.17485029940121,,,,-0.03928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-03-06,1944,10,194410,2.674166666666667,2.203154761904762,75.88095238095238,8.473809523809523,92.45238095238095,1012.3077380952382,,156.48571428571427,,,,0.033928571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-03-13,1944,11,194411,2.622738095238095,2.0542857142857143,71.625,8.413690476190476,94.13690476190476,1014.4053571428572,,142.2047619047619,,,,0.1357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-03-20,1944,12,194412,2.6410778443113774,2.142095808383233,74.55089820359281,7.894011976047904,94.04790419161677,1013.4359281437125,,160.0,,,,-0.003571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-03-27,1944,13,194413,2.6404166666666664,2.059702380952381,70.91071428571429,8.550595238095237,95.66666666666667,1014.452380952381,,160.0,,,,0.03571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-04-03,1944,14,194414,2.6595757575757575,2.1321212121212123,73.35151515151514,8.813333333333334,94.89696969696969,1013.0836363636363,,160.0,,,,-0.025000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-04-10,1944,15,194415,2.6951923076923077,2.274807692307692,78.13461538461539,9.848076923076924,97.51923076923077,1011.9596153846154,,160.0,,,,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAI0000TNCA,REINA BEATRIX INTL,12.501,-70.015,18.0
1944-04-17,1944,16,194416,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-04-24,1944,17,194417,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-05-01,1944,18,194418,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-05-08,1944,19,194419,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-05-15,1944,20,194420,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-05-22,1944,21,194421,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-05-29,1944,22,194422,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-06-05,1944,23,194423,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-06-12,1944,24,194424,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-06-19,1944,25,194425,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-06-26,1944,26,194426,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-07-03,1944,27,194427,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-07-10,1944,28,194428,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-07-17,1944,29,194429,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-07-24,1944,30,194430,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-07-31,1944,31,194431,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1944-08-07,1944,32,194432,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
